,beer_id,brewery_id,style,date,user_id,appearance,aroma,palate,taste,overall,rating,text,beer_nbr_ratings,beer_nbr_reviews,avg,abv,user_nbr_ratings,user_nbr_reviews,user_joined,user_location,brewery_location,name,brewery_nbr_beers,true_serving_type
2026678,5441,1199,American IPA,1260874800,brownbeer.220672,4.0,4.5,4.5,4.0,4.0,4.17,"Pours orange-amber with good head retention.A dank, resinous, hoppy nose in front of a big, sweet malt backbone.Full, with nice malt character balancing the onslaught of floral hop flavor and bitterness. It has a fairly short finish and alcohol bite.This is a very well crafted IPA. One of my favorites in the Founders lineup and probably my favorite that they make year around.",8307,1983,4.11,7.2,546,484,1211104800.0,"United States, Missouri","United States, Michigan",Founders Brewing Company,399,unknown
2413753,10260,2299,Belgian Pale Ale,1405332000,dcmchew.760280,3.75,4.25,4.0,4.0,4.0,4.05,"Pours amber with a nice big almost beige head, ok retention, rather sticky.Smell of toasted grains, caramel, Belgian sugars, some blond fruit and a pronounced spicy yeastiness, especially considering the extra 12 herbs added.Taste starts with soft bread, very ripe fruit (apricot, pear, red apple, cherries), with a balanced acidity, sweetness and even some sourness. Some faint candi sugar, but big on the spices, with vanilla, clove, peppercorn, allspice, coriander, some ginger, faint anise and a lot of forest floral herbs, reminding of tea. Finishes with nice spicy Belgian hops, mild bitterness and some low woody notes.Light to medium body, but rather fizzy (enhancing the prickly spices). Nice aftertaste of herbs, some faint bread crust, bit of wood and even some fruit lingering.Didn't think much of this one when picking it up, but turned out to be a bit of a surprise. I think this is closer to a tripel, and a nice and spicy one too.",20,11,3.68,6.5,4868,779,1382436000.0,Romania,Belgium,Brouwerij Strubbe,47,unknown
574470,3711,220,American Amber / Red Ale,1061114400,thelongbeachbum.630,3.0,3.5,4.0,4.5,4.5,4.12,"This is another beer that I tried at a small local beer tasting last night.It poured an amber-copper color, which exhibited a slight milky like cloudiness. Not much of a head except for a small ring like bubbly head that was off-white in color.Aromas were of a fruity offering, mixed with sweet smelling malts and some fresh floral whiffs at times.A smooth introduction to a solid tasting beer, never overpowering  just very tasty and quite drinkable. Fruity with caramel hints in the middle and a floral finish that allows the hops loose in the lingering crisp finish.Mouthfeel was above average but this aided the Drinkability, which I found to be in the very quaffable category. Served lightly chilled, it soon warmed up in the crowded room, but this only helped to accentuate the nose and flavors.Overall: I really enjoyed this, and I will certainly be keeping an eye out for a bottle of this to remind myself how good this beer was, and if nothing else but to produce a more thorough Review. Recommended.",2728,890,3.76,6.75,1902,1902,1029578400.0,"United States, California","United States, California",Lagunitas Brewing Company,278,unknown
986353,1903,35,Fruit / Vegetable Beer,1289732400,ryanonline.363733,3.5,3.5,2.0,2.5,2.0,2.65,"Reddish brown with a thick off white head that has a slight red tint to it. no real clarity, very murky.smells faintly nutty with a hint of cranberry and light spiciness. more like a wheat bear or hefeweizen than a lambic.it tastes like someone threw some cranberry juice into a hefeweizen and called it a day. slight nutty flavor and very light hopiness along with the banana clove flavor i find in most hefes.watery but foamy and has a slightly dry finish as well as a lingering spice flavor.it's easy to drink, but i don't wanna.well, so on top of all that, I read on the bottle that it has maple syrup added in....WHY!!?!?!?!?!? damn you Sam Adams, you've tricked me again, i will stick with your Oktoberfest when i want something from you.",1385,840,2.75,5.9,256,256,1251280800.0,"United States, Florida","United States, Massachusetts",Boston Beer Company (Samuel Adams),285,bottle
1453338,1013,345,American Double / Imperial Stout,1228215600,sholland119.38560,4.0,4.5,4.0,4.5,5.0,4.52,"One of the first really good craft beers I ever had, I can't believe I have never reviewed it. So I picked up an extra while grabbing one to trade.A-An opaque jet black with a creamy tan head and nice lacing.S-Complex and appealing. Dark chocolate, caramel, toffee and a very strong hop presence.T-Starts off with a nice sweetness, mostly chocolate and caramel, fading into a roasty bitterness reminiscent of coffee. A very solid hop kick finishes it off.M-Creamy, moderately rich, could be a bit more viscous maybe.D-Well, I have finished a growler of this myself in a day so there you go. I also learned that day that I have a mild allergy to some component of this beer. So by the end of the growler I was having a hard time breathing. I would recommend sharing with friends, loved ones or even strangers if needed. Or just step away from the growler. I would like one now actually.HV",5913,2642,4.1,9.1,1264,1046,1126173600.0,"United States, Pennsylvania","United States, Pennsylvania",Victory Brewing Company - Downingtown,317,bottle
871736,38470,147,American Black Ale,1190196000,doomcifer.48386,4.0,5.0,4.0,5.0,4.0,4.64,"Appearance - pours a very dark brew with a nice tan head that retains very well. Nice lacing to boot.Smell - WOW! Smells like an absolutely amazing DIPA. Very piny, sweet malts, grassy, hops, hops, hops...extremely floral, grapefruit, tropical notes...absolutely intense!!!!Taste - Again, WOW! Is this beer really dark?! lol Tastes like an amazing DIPA, again...Very piny, citrusy, tropical notes, great malt backbone to balance the extreme hop presence, tremendous depth...mild alcohol burn. Amazing.Mouthfeel - Velvety, good body, active carbonation...nice.Drinkability - This beer is so damn enjoyable, that alone makes me wanna drink more than only one bomber. The abv% obviously hinders how much one can drink of this gem of a beer, but boy, is it tempting.",5924,1913,4.2,8.7,1425,371,1131706800.0,"United States, Rhode Island","United States, California",Stone Brewing,671,bottle
70607,1798,655,English Pale Ale,1238493600,epicness.288608,4.5,2.5,2.5,2.5,3.0,2.72,"It's great when you pour this beer and watch the cascading, but after that it's pretty downhill.It's not a bad beer, but definitely not a good one.It's pretty forgettable.A - The cascading rocks.The beer pours a pale golden color with a beautiful creamy (cool whip almost) white head.S - Nothing to grabby on the smell. Has a very pale dull smell to it.T - The taste is very dull and uneventful. Almost watery. Infact I probably would have rather had just drank a bottle of water.. I wouldn't have spilled it all over when I opened it... and I'm convinced due to it being in the can, that's where you get this metallic aftertaste. UGH!M - I was a little disappointed when I felt in my mouth. I thought it would be a lot creamier and heavier after I got a look at the head.D - It's actually pretty drinkable because of the watered down taste.I'd really like to drink this on tap though. I'm sure it'd be a much better way to taste it.",2816,1130,3.19,4.7,76,76,1232190000.0,"United States, New York",England,Boddingtons,3,can
2135291,20762,173,American Barleywine,1171105200,vurt.5737,2.0,4.0,2.0,2.5,3.0,2.88,"12 oz. bottle of the 2006 Doggie Claws, purchased from Hi-Time Cellars of Costa Mesa in January 2007.A- Before I pop the top, I can see a full quarter inch of murky sediment at the bottom of the bottle. As I open the bottle, there is hardly any indication of carbonation. This significantly viscous beer pours cloudy and still into my Piraat tulip and eventually clears up as it warms. The color starts as a mellow, peachy orange and deepens to a ruddy burnt orange. A vigorous swirl yields a thin skin of foam the color of white pepper.S- A big, piney hop aroma cuts through a foundation of malt, burnt sugar and sweetened oat cereal, with notes of honeysuckle and alcohol and a whiff of blackberries. Very promising.T- Very sweet and tart at first, like lemon curd. Then there's a strong vegetable/floral note in the middle, like the smell of geraniums. It is odd and off-putting. The finish is full of earthy, herbal bitterness and it lasts forever. Through the middle and finish, the fruity character changes from lemon to something more tropical (notes of pineapple and guava). My tastebuds are tingling a full minute and a half after the first swallow.M- This beer could really use more carbonation. The mouthfeel is milky and heavy like tepid canned nectar. It coats my mouth in a way I don't like very much. Feh.D- Not very drinkable. The bombastic, long-lasting flavors are side-swiped by a lack of carbonation. It was a lot of work to finish 12 oz. of this, and I *really* like big beers. But I'm looking forward to seeing what kind of beer this turns into in a couple of years. Maybe it will gain some carbonation. That would transform this nearly undrinkable beer into a very enjoyable one.",1189,553,4.12,11.5,99,99,1081677600.0,"United States, Oregon","United States, Oregon",Hair of the Dog Brewing Company / Brewery and Tasting Room,111,bottle
1977224,65022,1432,American Wild Ale,1309341600,womencantsail.222552,4.0,3.0,4.0,2.5,2.5,2.86,"Believe it was Rich that shared this beer.A: The pour is a dark brown color with a tall off-white head.S: Really a weird nose. Pretty heavy on the malts, especially toffee and toast. There is a mild tartness to it (quince?), and some light fruit notes. Quite a bit of barrel, especially char.T: The flavor isn't really any better. Roast and charred oak with some tartness and dark fruits. There is a bit of sweetness and toffee. Heavy wine flavor and tannins are really overpowering.M: Medium in body with a medium carbonation.O: This was not enjoyable. All the wrong flavors were intense/dominant.",61,35,3.75,9.5,4458,4458,1211709600.0,"United States, California","United States, Ohio",Jackie O's Pub & Brewery,427,unknown
1339757,65144,158,Belgian Strong Dark Ale,1298286000,joebloe.173101,4.0,3.5,3.5,3.0,3.0,3.23,"looks good on the pour with it's clear red/mahogany color and a 1 finger head - smells of dark fruits and molasses/sugars - taste puts up the dried cherry. prune, date flavors along with a little hoppy bitterness and a lot of syrupy sweetness that seems out of place - a cloying sticky sweetness pervades the mouth - alcohol taste is pretty well hidden though - carbonation is a little weak for a belgian ale - ok, but I won't be looking for another.",276,159,3.7,11.0,197,136,1195210800.0,"United States, New York","United States, Colorado",Great Divide Brewing Company,148,unknown
1444259,1005,345,American IPA,1229943600,shanebertou.278618,4.5,4.5,4.0,4.5,5.0,4.55,"I had heard alot about this beer but hadn't tried it until today. I had always shied away because of the $10 price tag on a six-pack.So when my boss took us out to lunch today, I jumped at the chance to try it on his dime. I'm glad I did! Smooth, tasty and definitely lives up to its name when it comes to hops!",7362,2538,4.06,6.7,18,18,1229770800.0,"United States, New York","United States, Pennsylvania",Victory Brewing Company - Downingtown,317,unknown
183705,81113,3760,Bière de Garde,1342000800,jrenihan.529001,3.5,3.5,3.5,3.5,4.0,3.6,"Beer is cloudy amber, murky. A bit of white foam, but really minimal.Smell is malty, with some caramel and bread. Belgian yeast as well.Taste is primarily focused on bready malt- fairly sweet. Some yeast and caramel malt flavours. Some light fruit: apple. pear.Medium to full bodied, pretty high carbonation. A bit irritating. Bready.Overall, not great, but I have to confess that it was better than I expected, as I am not a huge fan of the brewery. I didn't know that Mill Street had opened a pub in Pearson Airport and drinking this was a pretty good way to kill time before a flight.",32,15,3.6,7.0,2138,1529,1290510000.0,Canada,Canada,Mill Street Brew Pub,87,unknown
1915959,83035,4,Belgian Strong Pale Ale,1470823200,brureview.655761,4.25,4.0,4.25,4.5,4.5,4.34,"Poured a cider like copper- yellow color in a Stone Snifter with a 1 F head. Right from the start- strong coffee aroma- not burnt, roasted, or espresso. The fruit and berry come out from this Ethiopian coffee. There is also an oak presence.Light malty MF, light carbonation.Taste is exquisite. The coffee aroma follows to the taste. The berry is even more prominent in the taste, especially as the beer warms up. The coffee taste is not over-roasted. The Ethiopian berry comes out. This is in women in most coffee beers. Overall, a wonderful well-balanced, not overdone coffee  ale. Often, coffee aroma and taste are overdone and over roasted. Not in this beer which brings out the berry quality of the Ethiopian coffee.Overall, excellent beer which I greatly enjoyed A snifter is a good glass for this beer.",536,69,4.09,10.4,778,761,1327057200.0,"United States, Massachusetts","United States, Maine",Allagash Brewing Company,150,unknown
2236272,32575,143,Schwarzbier,1235818800,nesta.80662,2.0,2.0,2.0,2.5,2.5,2.3,"poured from a bottle, it looks more like pepsi than beer. it is dark, but very translucent, and lighter than other schwarzbiers i've tried.it smells and tastes off, kind of metallic. its thin and watery in the mouth, but the one thing it has going for it is drinkability. its not very good, but i could see it being refreshing on a hot day if it was really cold.",1469,535,3.45,4.9,15,15,1148551200.0,"United States, Ohio","United States, Texas",Spoetzl Brewery / Shiner,48,bottle
1831138,149765,96,American Pale Wheat Ale,1435226400,jpowell712.812426,3.75,3.75,3.25,3.5,3.25,3.5,A nice beer with a nice kick.  It seems like Magic Hat is always offering up something a tad different than the rest.  This beer was very spicy and had a nice clean taste to it.  It had a lot of ginger taste in my opinion.  The ginger gave it a spicy kick similar to a ginger beer.  The ginger zing along with the unfiltered wheat beer made a nice combo.  I liked this as an alternative summer style beer.  I would try this!,257,48,3.25,5.5,462,132,1403604000.0,"United States, Pennsylvania","United States, Vermont",Magic Hat Brewing Company,139,unknown
1957083,225,73,American Pale Ale (APA),1336298400,mddmd.602350,4.0,4.0,4.0,4.0,4.0,4.0,"A-golden amber color with a nice white head and good lacingS-malty nose with some floral and citrus notesT-nice malt flavors with citrus and floral and nice hop presenceF-medium body with moderate carbonation, nice crisp feelO-a nice solid pale ale, refreshing and easy drinking",3230,1035,3.98,6.0,2115,1115,1307181600.0,"United States, Pennsylvania","United States, Ohio",Great Lakes Brewing Co.,171,unknown
2521762,3528,393,Belgian Strong Dark Ale,1103367600,alexj.8158,3.0,3.5,3.0,2.5,3.0,2.92,"Pours reddish brown with an almost red-wine like shade of purple to it. Big head consisting of big bubbles that lace well. Nose is malty-sweet, earthy, musty, and has the trademark Belgian yeasty smell. Initially sweet, malty, and reminiscent of dark, ripe fruits-nice. This soon gives way to a grape-like acidity that reminds me of sour Flanders ale. No discernable hops here. Mouthfeel sucks due to the big, aggressive bubbles. Finishes with a balance between malty-sweet and musty-sour. Wierd. Definately not my favorite from Heavyweight.",114,112,3.85,8.2,882,882,1093341600.0,"United States, North Carolina","United States, New Jersey",Heavyweight Brewing Co.,56,unknown
1415303,63491,22150,Saison / Farmhouse Ale,1295607600,neffbeer.338460,4.0,4.5,4.0,4.0,4.0,4.12,"A: Pours a dark brown color hinting at black with a tan head. Brimming foam with excellent pillow-like retention.S: It smells very herbal and floral. There a notes of chocolate and bread along with some notable fruitiness. A bit of funkiness lingers at the end of the whiff, very interesting.T: The roasted flavor is much more pronounced than the smell. Chocolate and caramel are present with a hint of berries. The herbal/floral character surfaces in the middle and it finishes dry and slightly funky. M: Light and bubbly, it expands magnificently.D: This is a really interesting brew from Stillwater that I would not hesitate to pick up again. It is a bit of a style bender for sure!",346,133,3.89,8.0,493,158,1244541600.0,"United States, Pennsylvania","United States, Maryland",Stillwater Artisanal Ales,149,unknown
2399851,1600,217,Witbier,1196938800,thierrynantes.97716,4.0,3.0,3.0,3.5,3.0,3.26,"Beer bottle (33cl) and on-tap, tasted in 2001.Appearance: trouble, beautifull head foamSmell: spicy aromasTaste and mouthfeel: dry beer, with fruity notes, lemon finalDrinkability: good beer in the style white beerReview added 12-6-2007, translated from french 3-2-2008.",52,32,3.47,5.0,1357,1356,1158141600.0,France,Belgium,Brouwerij Riva S.A.,10,bottle
837274,78551,147,American Barleywine,1388401200,richj1970.700694,4.25,4.25,4.25,4.5,4.25,4.35,"Today I was able to compare a 2012 release bottle. No date, but by definition should be at least one year older than my previous review. The main difference in this bottle is that the alcohol heat has dissipated quite nicely, and perhaps the sweetness is a bit more prominent. Both bottles are amount my favorite barley wines.Original review:Poured from 22 oz bottle into tulip glass. 2013 classic release bottled on 1/16/2013.A: Pours a golden orange almost brown color with nice 2 finger off white head with nice lacing.S: Sweet caramel and malts mixed with some citrus and dark fruits. T: Big on malts and caramels. Nice sweetness mixed with some spiciness. Nice roasty flavors. Oak and other earthy tones present. A little bit boozy, but I suspect this will tame some with time.M: Nicely carbonated for an 11% brew. Nice body. Not overly thick.O: A very nice barley wine. Surprisingly easy to drink and the alcohol sneaks up on you. I need to pick up another bottle and let it age some...",1999,283,4.03,11.0,1629,659,1351245600.0,"United States, Alabama","United States, California",Stone Brewing,671,bottle
2456278,1421,180,Belgian Strong Dark Ale,1402135200,ryan_graham.742606,4.5,4.75,4.0,4.0,4.25,4.26,"Pours a dark black with a retaining one finger head. Dark and malty to the nose with hints of sweetness and coffee. It goes down smooth. Starts sweet and ends malty. The aftertaste leaves a little booziness stuck to the back of your tongue. It's a pretty good beer. Not as great as I would have expected. The taste leaves a little to be desired. Don't get me wrong, it's a solid beer. But it doesn't do enough for me taste wise to warrant an outstanding rating.",2822,919,3.95,8.5,82,76,1374228000.0,"United States, Iowa",Belgium,Brouwerij Huyghe,103,unknown
914161,39558,18149,Belgian Strong Dark Ale,1194692400,floydster.156601,4.0,4.5,5.0,5.0,4.5,4.72,"2 pints at the brewery in San Marcos, was one of the few people that was lucky enough to try this rare brew from Tomme Arthur, and they were only four dollars a peice, what a steal, I should have just stayed until closing and took a taxi home, it was really that amazingIn the tasting room, it is one of the unlabeled taps with a black ball on the top of the tapThe beer is a blend of three different beers: Old Viscosity, Avant Garde, and Raspberry Mead all barrel aged together, did not sound that good, but blew me away to say the leastColor was a dark brown with some red tint, looked very murky and had a small foamy off-white head that settled quickly, left a good amount of lacing the whole time throughSmell was complex with a mixture of toffee, raspberries, other fruits, and caramel, even though Old Viscosity only made up one-fifth of the beer, you could really smell its contents in here with the coffee and chocolateTaste resulted in one of the best beers I have ever had and probably will ever have, tarty and fruity at first but then belnds into a nice chocolately malt with a dry espresso-like caramel finish, sourness at the beginning sets up the nice firm aftertaste, raspberries provide a nice tart that is not overpowering and goes just right with the cocoa, this beer is genius, everybody there that night was blown away by it, what a gemLightly carbonated, but the taste kept giving more and more after each sip, truly a unique and great beer, wondeful mouthfeelCould have drank this all night long if was not for the fact that I had to drive home, not too heavy and a great all around character makes you want to keep coming back for more and moreHighly recommended, try this if you ever see it because it will most likely be the last time, I cannot explain to you how good this beer is, supposedly it is getting bottled and if and when it does, I will be in line to grab as many bottles as possible",49,33,4.07,9.0,1504,1500,1188813600.0,"United States, California","United States, California",The Lost Abbey,148,draft
1968941,33644,14879,Russian Imperial Stout,1238407200,farrago.281266,4.0,4.0,3.5,4.0,3.0,3.75,"Gets to just about one finger of thick brown cream, full mixture of bubble sizes, above average lacing, more sheets than sticky streaks. Pitch black, no real color to the liquid, of course completely opaque. Black licorice, creamed coffee, hazelnuts, bittersweet dark chocolate, black grape to raisin, cherry fruit scents, caramelized brown sugar, very dense thus hard to really get full effect, witch hazel and spiced oatmeal break the surface before it's all gone. Full-bodied is not quite adequate, it's a damn brick in the mouth, you almost feel like you have to spoon it into your mouth and then swallow hard to get it down. Heavy roast to the coffee, chocolate flavors, caramel and brown sugar too, still too heavy to truly be as sweet as it should be. Grape, cherry, plum fruit flavors only flirt with dried fruit characteristics. The carbonation is near unnoticeable. The licorice comes out at the finish along with a bit of floral mist and mint. Dry, concentrated and obviously built to &quot;crush,&quot; however, even a 22oz bomber is somewhat tiring to finish.",2734,1035,4.23,9.4,1202,1200,1230375600.0,"United States, New Jersey","United States, Ohio",Hoppin' Frog Brewery,104,bottle
1872398,175614,36536,German Pilsener,1468058400,babaracas.191231,3.5,4.0,4.0,4.25,4.0,4.07,"Pours a clear pale orange with fizzy white head. Lightly bready, big pils showcase, classic lightly floral and spicy hopping, white grape + peach juice blend. Nails the style, flavorful and refreshing.",26,3,3.88,6.2,1374,1295,1201690800.0,"United States, Florida","United States, Florida",MIA Beer Co.,92,unknown
742882,20781,735,American IPA,1294830000,beerdederic.510922,4.0,4.5,4.0,4.0,4.0,4.12,"White fluffy head and a cloudy yellow body. The head has disapated from it's fluff to a more relaxed film. Sweet smell of pine, honey, malt and citrus hops. This smells like it's going to have the bitterness I'm looking for! Bitterness, bitterness, bitterness. Good, good, good. Lemon peel, honey, pine and some malt. I like this a lot. Well balanced with the bitterness. No sign of a booze taste which is good. Smooth, carbonation is low and easy going down. Light body. Slight hint of mouth dryness. I like this, so drink ability is good. Easy drinker and the ABV is right where it should be at a seven percent. I'm torn... The taste is a little above good but not close enough to almost perfection to give it a 4.5. I'm going to have to give it a four. But this is a worthy IPA for sure.",3226,920,3.82,7.0,328,324,1286272800.0,"United States, New Jersey","United States, California",21st Amendment Brewery,171,unknown
1821966,299,96,Fruit / Vegetable Beer,1290855600,leokbelo.88223,4.5,4.0,3.0,3.5,4.5,3.83,"Pours a hazy copper with a 1 1/2 inch foamy head, that dissipates to a 1/2 inch lacing that lasts till the end. Peach / apricot on the nose with a bit of yeast, very interesting bouquet. A little taste of toffee/candy, again apricots, but not overwhelming. Mild bitterness. Very drinkable, very refreshing, I could see myself drinking this on a hot summer day (unlike today), but nothing complex about it.",5692,1703,3.4,5.1,146,87,1152698400.0,"United States, Florida","United States, Vermont",Magic Hat Brewing Company,139,unknown
