,beer_id,brewery_id,style,date,user_id,appearance,aroma,palate,taste,overall,rating,text,beer_nbr_ratings,beer_nbr_reviews,avg,abv,user_nbr_ratings,user_nbr_reviews,user_joined,user_location,brewery_location,name,brewery_nbr_beers,true_serving_type
2098994,49664,9629,Wheatwine,1462874400,masonz223.1011101,4.25,4.25,4.0,3.75,3.75,3.93,Smell: orange juice white grape sweet fruit wine Taste: alot of orange peel upfront middle of the mouth sweet orange a white wine flavor a faint tartness finishes with a slight peppery taste Some grapefruit hop bitterness and a mild alchool burn.Feel: mediums to full body sticky syrupy mouthfeel.Overall: lots of orange in this beer but also has a nice white wine Characteristic. Very nice.,521,205,3.96,10.0,274,235,1436349600.0,"United States, Michigan","United States, Michigan",Short's Brewing Company,449,unknown
1642209,181,141,American Barleywine,1450090800,jms1512.719112,4.0,4.0,4.0,4.5,4.25,4.25,"On the docket:  Smuttynose Barleywine Style Ale (part of the BIG BEER Series).  Bottle conditioned, and brewed in 2013.  Excellent- pre-aged.  No waiting needed.Poured into:  Jester King Snörkel snifter.S:  An opaque tawny, brown body sits below a quick-rising khaki head.  After a minute or so, the head dies down, sitting tight and sudsy.  I’ve not even had a sip, and there’s lacing on the glass, medium bands of beauty.A:  This big beer boasts fig, caramel and pine in the initial aroma.  Further inhalation provides sweet malt and certain fusel booziness.  It smells characteristic of an American Barleywine.T:  The taste mimics much of the aroma, adding a bit of earthy, spicy hop signature.  The malt sired toasted brown bread and caramel.  When on the cold side, the alcohol is masked.  When warm, it’s easier to detect.  Bitterness helps balance out the sweetness.F:  Some carbonation present, enough to keep the sweetness from dominating and creating fatigue.  Medium body, dry bitter finish that lasts and lasts.  Woo!O:  In addition to being a favorite style, I also appreciate that this example produced by a respected American brewer bridges the gap between treacle-sweet English BWs and hop-bomb, abrasive US versions (fresh Bigfoot comes to mind).  Thus one hits all the marks- hoppy, boozy (in a good way- not hot and solventy), nice initial sweetness.  A fine example of the style.",607,355,3.97,11.6,1390,110,1361185200.0,"United States, New Jersey","United States, New Hampshire",Smuttynose Brewing Company,182,bottle
425298,37298,15711,Russian Imperial Stout,1450177200,drpimento.6585,3.75,4.0,3.75,4.0,4.0,3.96,"Very good, although I don't pick up anything &quot;wheat&quot; and there is a chalky aspect. Good roast, coffee, cocoa, black patent malt, leather, earth, umami qualities in both aroma and flavor",516,319,3.96,9.0,2365,2255,1086084000.0,"United States, Wisconsin",Norway,HaandBryggeriet,62,unknown
390390,130187,23246,Tripel,1433584800,eric5bellies.82989,3.0,3.25,3.25,3.0,3.0,3.09,"&quot;New world tripel&quot; If you are to promote such a thing, then you need to retain some of the old. The standards of &quot;old world tripel&quot; are not represented at all in this beer. Which for me makes it a gimmick",2,2,3.23,10.0,921,803,1149847200.0,Australia,New Zealand,Yeastie Boys,39,unknown
1222068,101458,130,American Porter,1397988000,garthdanielson.522584,4.25,4.25,4.0,4.0,4.0,4.08,"Poured on-tap and served in a shaker pint, the beer is a dark, brown-to-black coloring with a dense, creamy, half inch, cream colored head. Beautiful. Aromas of rich milk chocolate, smooth and sweet, with subtle cream highlights. Smells amazing! Flavors are smooth, with a chocolate milk forward characteristic, mostly sweet, with only hints of bitter and roast. This is like a great glass of chocolate milk. Wow! Smooth and light in mouth, with a light cream and chocolate aftertaste. Lactose linger, with a bittersweet chocolate underlay, in an otherwise smooth finish. Bravo!",1857,259,3.99,5.9,3758,3562,1289041200.0,"United States, Virginia","United States, Colorado",Boulder Beer / Wilderness Pub,111,draft
801224,1658,610,American Double / Imperial Stout,1167390000,cresant.76084,5.0,4.0,4.0,4.5,4.5,4.36,"Poured this undated 22 oz. into a nonic. Huge bubbles made a huge, four finger of tan head. Sticky lace clings all down the glass. Body was an inky black/brown color.Smell was fresh grains and alcohol soaked raisins. Soda bread and coffee beans.Taste was slightly medicinal. Ripe plum juices and molasses. A nice bitterness accentuated the sweetness. The hops brightened as the beer warmed. ABV was well hidden. Very nicely done.Mouthfeel was creamy and smooth. Body was full to medium density. A very drinkable beer.",2407,1146,4.13,8.1,1074,1014,1145959200.0,"United States, Kentucky","United States, California",Bear Republic Brewing Co.,231,bottle
868128,36707,147,Smoked Beer,1343469600,zaphodchak.462606,3.0,2.5,3.0,2.5,3.0,2.68,"Deep brown, tinged with red, minimal offwhite head.Smells and tastes kinda like red pepper flakes and cigarettes. I had much higher hopes. I've had pepper/chille done better, and smoke done much better. I don't really like it.Feel is decent if a bit artificial.Man, I had higher hopes, not to set the bar too high. This ended up being really underwhelming.",1283,326,3.84,5.9,522,514,1274695200.0,"United States, Virginia","United States, California",Stone Brewing,671,unknown
1044388,24,20,American Porter,1100516400,jacobob10.4993,4.0,4.0,3.0,4.0,2.5,3.6,"Good looking beer. Very dark brown color with a large tan head. Te aroma is mostly roasted malts with a little bit of chocolate. Big, robust, nutty, toasted taste to it. I found it hard to drink more than one of these, and it became less enjoyable the warmer it got. But it's still worth a try.",150,84,3.76,5.3,826,768,1077534000.0,"United States, New Jersey","United States, Massachusetts",Wachusett Brewing Company,36,unknown
2039057,19960,1199,American Double / Imperial Stout,1304071200,mjw1200.553716,4.75,4.75,4.5,4.5,4.75,4.63,"Dark very small lighter brown top.The smell is impressive. Vanilla from the bourbon, coffee, you know you are getting something special just from the smell.The taste is what sets this apart from everything. Bourbon is right up front. Espresso in the end, chocolate, maybe some caramel, lots of coffee.alcohol is hidden most of the time, but becomes very prevalent at the bottom of the beer. Always a great feel going down though.",12599,3221,4.56,11.8,554,30,1295175600.0,"United States, Ohio","United States, Michigan",Founders Brewing Company,399,unknown
2234416,798,289,American Malt Liquor,1391252400,retroman40.768268,3.5,2.5,3.0,2.75,2.75,2.76,"Poured from a 22 ounce &quot;Double Deuce&quot; into a tulip style glass.A - Pours out a golden color with a hint of orange with a one finger of foamy white head. The head retreats to a thick lace but is quite long lasting.S - Corn and cooked grains dominate.T - Definite corn with some sweetness with an alcohol finish.M - Rather light for an 8.2% ABV malt. This coupled with the fairly high carbonation level gives it the type of mouth feel you expect in this class of beers.O - The 22 has the same alcohol as three regular beers and gets the job done. Frankly there are times I'd rather have a DD of this than 3 crummy AAL's. A 40 of this stuff is a ticket to a quick night. Still, for what it is it isn't &quot;bad&quot; but don't get me wrong; it's still a long way from &quot;good&quot; too. This stuff is only for the experienced and the adventurous.",198,82,2.26,8.2,218,203,1386414000.0,"United States, Florida","United States, Texas",Saint Ides Brewing Company,1,bottle
1757025,225631,23145,Munich Helles Lager,1498557600,friedslug.660542,4.0,4.25,4.25,4.0,4.0,4.09,Deep gold and clear liquid with a quickly fading white head that left specks of lacing. The aroma is full of coffee and grainy sweetness and is accented with some floral hop notes and crackers. The taste is lightly sweet with a nice roasted coffee flavor and a nice little bitterness at the end. Pretty decent coffee beer.,6,2,3.96,5.2,1300,885,1329735600.0,"United States, North Carolina","United States, North Carolina",Fullsteam Brewery,96,unknown
975784,21300,35,Schwarzbier,1316253600,elnopalero.381612,4.0,3.5,3.5,3.5,3.5,3.53,"Picked up a seasonal sampler pack and now I’m working my way through it. First time trying the SA Black Lager. Just FYI, my favorite black lager is Moonlight’s Death &amp; Taxes, although I know that it is a bit of a radical when it comes to the style. I’ve had other schwarzbiers that failed miserably—usually too malty and not enough roast—and some that were exceptional. Drank this one while rewatching the Cohen bro’s Miller’s Crossing. Not sure that the style fits the genre, or that any of this matters, but I thought I’d throw that in here.Poured from a bottle into a Sam Adams perfect pint glass. I received a healthy amount of billowy foam that died down into a creamy ring around the glass. Cold, the malt dominates on the nose. I expect more roast to come through on the aroma as it warms although the malt maintains the upper hand. Mildly roasted, no harsh edges. It’s definitely a black lager, pours a dark chocolate with some light showing at the edges. Just barely. Glad to see a black lager that lives up to its name, judging from simple appearances.First sip gives me a lot of that maltiness. It’s rich, but not heavy. Not thin bodied, either, but somewhere in between say a porter and a brown or amber ale. I definitely get a front-loaded sweetness that turns dry on the end. It’s well carbonated, and the carbonation keeps it from feeling heavy in spite of the malt body. I don’t expect any hop profile but I’m trying to pick up on the Bavarian Noble hops the label identifies, just for my own edification. I’d finish the night with this one but I wouldn’t have two in a row.",2555,1434,3.74,4.9,1713,1711,1255514400.0,"United States, Texas","United States, Massachusetts",Boston Beer Company (Samuel Adams),285,bottle
2393319,2426,47,Lambic - Fruit,1327143600,jazzyjeff13.522501,4.0,3.0,3.5,3.0,3.5,3.21,"A 375ml bottle with a BB of June 2014. Picked up on a trip to Belgium in Sept 2010. The label stated the vintage as 2009 (harvest 2009).Poured into a Duvel tulip. A pinkish-red with medium carbonation. Some lees left in the bottle. Forms a large head of light pink foam that subsides after a minute or so. Aroma of sweet, slightly tart cherries with a faint background hint of mustiness. Seems too sweet for a traditional lambic.Tastes of sweet cherries with a tart, dry finish. Mild vinegary acidity. Mouthfeel is smooth, with a tingly sourness. Quite astringent; dries the palate. Faint aftertaste of sweet cherries.Nice but lacking in depth. I'm guessing this is a more commercial kriek with added sweeteners. Plenty of cherry flavour, but it's too sweet and doesn't have enough funky lambic character. Easy drinking and goes down well, but forgettable.",598,240,3.6,5.0,1636,1636,1289041200.0,England,Belgium,Brouwerij Boon,43,bottle
948329,96320,23904,American Pale Ale (APA),1373277600,beertunes.160720,3.5,3.5,3.5,3.5,3.75,3.55,"Served in straight pint glass. Poured a partly cloudy gold-amber color with about 1/4 inch of off-white head that had OK retention and light lacing.The aroma was a nice blend of soft malts and piney hops. The flavors were the same, a well-balanced blend of gently grainy malts and soft, but bright, hops.The body was smooth and even, with a dry finish. Drinkability was very good, the beer went down smoothly, and it would be easy to have several. Overall, a pretty nice brew. Not one that'll be jaw dropping, but a good, solid, easy drinker. Worth trying if you see it.",1,1,3.55,4.6,2808,2391,1190628000.0,"United States, Washington","United States, Washington",North Sound Brewing Company,53,unknown
2467072,32747,805,Witbier,1220176800,scottg.200736,4.0,4.0,4.0,3.5,4.0,3.8,"750 ml bottle poured into a tulip glass.Pours a clear gold color with a one finger white head made up of large bubbles with average retention and thick lacing that fades quickly. Very floral and fruity aromas with sweet orange and tropical fruit dominant. Sweet orange up front is combined with bubblegum, corriander, and some light grapefruit. Light body, highly carbonated this is a very crisp, easy drinking beer.",29,23,3.77,4.5,256,256,1204801200.0,"United States, Vermont",Belgium,Brasserie Du Bocq,73,bottle
1359336,22354,2972,American Stout,1204542000,rye726.141491,4.0,3.5,4.0,3.5,4.0,3.68,Black color with a creamy tan head. Leaves nice lacing down the glass. Lots of sweet and roasted malts with some caramel and toffee. The taste was again very malty with hints of creamy milk and coffee. Medium body complimented well by the nitro. Very tasty brew.,14,10,3.74,6.2,1295,1295,1180864800.0,"United States, Colorado","United States, Colorado",Mountain Sun Pub & Brewery,158,unknown
949857,205568,43244,American Pale Ale (APA),1452682800,jcorn.1000962,4.0,4.0,4.0,4.0,4.0,4.0,"I'm sooo not getting the Whirlpool comparison. That's not to say this beer isn't good though, it is. Just nothing like Whirlpool in my opinion. Not an exceptional beer but pretty good. No complaints.",137,33,4.0,4.4,602,21,1434535200.0,"United States, Massachusetts","United States, Massachusetts",Castle Island Brewing Co.,28,unknown
2480309,85847,2791,Lambic - Fruit,1354705200,stinkypuss.209764,3.5,3.5,4.0,4.0,4.0,3.85,"Timmermans : Pumpkin LambicusLOOK: Pours a clear pale orangeish amber color with a fizzy yet soapy foam.SMELL: Funky Lambic yeast and a pronounced sourness. There is a hint of cinnamon like spice. Also a whiff of wheat and hay.TASTE: Tart wild yeasts, giving off cider like flavors of sour apple, apple pie, booze soaked apples and crust. Undertones of allspice, clove and cinnamon. Cracker like wheat malt rounds out the profile, with little bitterness. Kind of tastes like a tart spiced baked apple. Pumpkin flavor is slight compared to American pumpkin ales, but is still noticeable with a slight vegetable flavor. Finishes with a lingering tartness.FEEL: On the light side of medium bodied with a strong carbonation. Semi dry. OVERALL: A success from the worlds oldest Lambic brewery. The pumpkin was soft and let the other flavors come out more.",347,82,3.62,4.0,3200,3199,1207562400.0,"United States, Pennsylvania",Belgium,Brouwerij Timmermans-John Martin N.V.,30,unknown
1188093,64927,17229,American Stout,1341828000,metter98.95017,4.0,3.5,3.5,4.0,4.0,3.83,A: The beer is very dark brownish amber (close to near black) in color. It poured with a thin beige head that died down and left a thick ring of bubbles around the edge of the glass.S: There are light to moderate aromas of coffee in the nose.T: The taste is dominated by flavors of coffee beans—it’s like having an iced coffee.M: It feels a bit shy of medium-bodied on the palate and has a moderate amount of carbonation.O: The beer is easy to drink because it’s a lot lighter in body compared to most other coffee stouts.,48,20,3.63,6.0,7093,6469,1156845600.0,"United States, New York","United States, New York",Cortland Beer Company,23,unknown
2320927,218748,24134,American Double / Imperial IPA,1460196000,greywulfken.495653,4.25,4.25,4.5,4.5,4.5,4.43,"Medium gold and just shy of clear ale with a fat ivory white foam head that persisted as a light frothy cap and some sparse lace down the glass. Solid DIPA with lotsa of bitterness, bright orchard and citrusy fruits with tacky pine edges. A little resinous shellac on the finish, light on the tongue. Big bitterness lays itself out amid the softer fruits. Medium-to-full-bodied, amply carbonated, smooth drinkability... So while you're almost out of time on this batch I'd say it's another worthwhile pick from Westbrook.",66,16,3.82,9.0,1428,1428,1282730400.0,"United States, New York","United States, South Carolina",Westbrook Brewing Co.,189,unknown
1338584,42723,158,American Double / Imperial Stout,1272535200,overlord.145338,4.5,3.0,4.0,3.0,2.0,2.99,"Pours black with a brown head. Foamy.The COFFEE beer smells COFFEE strongly of COFFEE and COFFEE COFFEE COFFEE. Sorry, got sidetracked there for a moment. This beer's label ain't kidding. This is an espresso/coffee bomb. Whoa. Almost anything but a hint of chocolate and malt is obliterated by the heavy, heavy coffee layer. Serve this hot and I'd probably think it's coffee of some sort. No oak survives in this version. Nice creamy mouthfeel. Hard to grade this beer. I mean, I don't like it. BUt, I can see that on a certain level it did achieve what it set out to do. After 2-3 oz, I basically didn't want to drink it.",3743,1061,4.24,9.5,1434,1434,1184493600.0,,"United States, Colorado",Great Divide Brewing Company,148,unknown
1122276,79884,262,American Strong Ale,1333965600,larryi86.445106,4.0,4.0,4.0,3.5,4.0,3.8,"22 oz bomber, dated 3/6/2012, poured into a tulipA- Black with a four finger tan foamy head.S- Sour cherries stand out right away, but don't dominate the smell. Some bourbon, oak, rye, roasted malts, dark fruits, coffee, dark chocolate, caramel malts. Smell is king of crazy, but I enjoy it!T- Sweet dark fruits, sugar, some cherry tartness in the finish, only getting a little bit of the barrel. Not getting the coffee and chocolate, sweetness really drives this beer.M- Full body, syrupy and chewy.O- Worth the money to try once, but probably won't buy this again. This is very sweet. I can see why it got the name Funky Jewbelation, with everything going on it is a little bit of mess but it does work.",489,133,3.72,9.8,1311,1232,1270375200.0,"United States, Delaware","United States, New York",Shmaltz Brewing Company,101,bottle
2406295,1708,259,Quadrupel (Quad),1259492400,woogityboogity.269048,4.5,5.0,4.5,5.0,4.0,4.72,"A - Dark brown color, hazy body. Off-white tan head with high retention.S - Complex malt and dark fruit esters. Phenolic characters uncharacteristic compared to other Quads. Faint hop aroma.T - Malt complexity soon overwhelmed by fig and dark fruit palate overload. Phenolic profile of various herbs and spices unique to Abt 12's nostalgia. Well balanced with a dry finish of intense flavors and palate overload.M - Creamy body with high carbonation. Warming from ABV is subdued by matured palate.D - What many consider one of the quintessential beers, and quite possibly the closest thing to Westveterlan 12.",9520,2791,4.42,10.0,46,46,1227178800.0,"United States, Florida",Belgium,Brouwerij St. Bernardus NV,18,unknown
1021476,45878,14,Belgian IPA,1258110000,mikesgroove.104485,4.5,4.5,4.0,4.5,4.5,4.45,"I never thought I would land this one in a million years. Huge thanks to the dr for throwing me this one as an extra. Served cold and poured into a pint glass, this one was consumed on 11/12/2009.The pour was very solid, rich amber in color with a nice two inch cap of white that came up and over the top, settling down nicely with tons of side glass lacing and a good bit of carbonation that could be seen bubbling up toward the surface. Huge aroma of grapefruit and rich citrus hops are all over the one. Nice balance of light buttery malts as it warms, but this one was truly a hop monster, just what I wanted indeed. First sip nearly ripped the tongue out of my mouth with a bitter joy. Huge ripe grapefruit notes, rich touches of pineapple, and the tongue buckling hops that pierced right through to your soul. Huge flavor here that really did not stop. Very floral and fresh with an enormous bitter flair to it. Just and immense IPA by all accounts. Nice medium feel with a good solid crispness to it, this went down well.Overall I am very glad I got to try this one, it was truly one of a kind and one of the most bitter IPA's I have had in recent memory. Would love to do this one again.",619,148,4.04,8.0,4548,4548,1162810800.0,,"United States, Massachusetts",Cambridge Brewing Company,317,unknown
453515,35930,652,American Double / Imperial Stout,1281348000,coldmeat23.208603,4.0,4.5,3.5,5.0,4.5,4.57,"GLASS: Sam Adams Perfect Pint GlassTEMP: Cellared @ approx 50 degreesThanks to my friend Tom for this one!This pours a very, very, dark brown color. It is nicely opaque. Just over two-fingers of creamy, light brown colored, foam sits on top. The retention is good and the lacing is thick and slightly sticky.Smells like some almost perfectly done, dark roasted coffee beans. A nice hint of sweet maltiness comes through. There is an almost lacto-like sweetness here, also. Nice, though light, hints of dark and milk chocolates.The taste follows the nose, quite well. Most coffee beers taste like beer with coffee added to it. This one comes the closest that I think that I've had to tasting like it is beer and coffee coexisting in harmony.Very well done.This is medium bodied and has an almost high level of carbonation. It is decently smooth, but lacks any real creaminess, which would send it over the top.There is no way that I'd guess that this one is 8.20%abv. It is so wonderfully well-hidden. The flavor is so nicely balanced that it just begs you to keep drinking it.",970,395,4.22,8.2,838,709,1207216800.0,"United States, Oklahoma","United States, Wisconsin",Central Waters Brewing Co.,105,unknown
279600,84459,10574,Hefeweizen,1437040800,tone77.332060,4.0,3.25,3.5,3.25,3.5,3.37,"Poured from a brown 16.9 oz. bottle. Has a tan/brown color with a 1/2 inch head. Smell is mild, wheat and banana. Taste is sharp wheat, green apple, some banana. Feels medium bodied in the mouth and overall, not the flavor profile I would associate with this style, but a drinkable and decent beer.",69,18,3.48,5.3,3489,3489,1242813600.0,"United States, Pennsylvania",Germany,Braustelle,95,bottle
1388243,65545,898,American Black Ale,1330599600,kegatron.113426,4.5,3.0,4.5,3.0,3.0,3.24,"12 oz bottle into a pint glass. Pours black, with a couple fingers of creamy light mocha head. This retains with a tight and creamy ½ finger, which whips up a foamy cascade that slowly recedes down the sides of the glass and leaves back thick swathes of clingy lace. The soft creamy richness of the head very much looks a nitro pour here. Impressive. The aroma has a fresh leafy and citric feel to it, with a fair amount of spice as well. Unfortunately not a whole lot of the malt is coming through here, with maybe just some light sweetness and roast sitting along the sides and back of this. Hops definitely sit at the forefront of this though, especially those peppery spice notes. The taste is green citrus throughout, with a moderate bitterness and like the nose, pretty darn spicy. Chalky feeling chocolate malt and a coffee roastiness surround the hops but this overall isn’t coming off as flavorful as it feels like it wants to be. The finish is dry and pity with some lingering spice. The mouthfeel is medium bodied, with a VERY smooth and creamy feel that packs a bit of crispness into it as well. The overall silky presence and easy drinking nature of this almost has this feeling like it is on nitro (just like that rich look from the pour). A robust look and easy drinking body were about the highlights here for me, as this came off as overly leafy and spicy feeling and just not as overall flavorful as I was expecting it to be. There is enough potential here to maybe try a bottle yourself though and make up your own mind.",695,218,3.8,7.25,5090,2493,1166871600.0,"United States, Pennsylvania","United States, Maryland",Heavy Seas Beer,131,bottle
642492,281132,140,Berliner Weissbier,1497088800,guyfawkes.590591,4.0,4.0,4.0,4.0,4.0,4.0,"Bottled 4/18/17; drank 6/9/17 @ the Yarchives. Cloudy yellow appearance. A rough pour yielded a nice, noisy bright white head; decent lace. Lemon, wheat &amp; sea salt notes in the nose...gose vibes! Thin mouthfeel. Lemon, wheat &amp; sea salt flavors; blindfolded I'd guess gose, but this was a nice, pleasantly tart treat. I'd have another...",260,80,3.88,4.2,620,620,1302170400.0,"United States, Illinois","United States, California",Sierra Nevada Brewing Co.,574,bottle
2403216,14,6,Belgian Pale Ale,1307959200,brewhaha88.408116,4.0,4.0,4.5,4.5,4.5,4.35,"Really enjoyed this beer--takes a while to appreciate the subtleties that come through.A-yeasty, cloudy and golden. thin head, no lacingS-not much hop aroma, but a delicate honey aroma comes through.M-spot on with the carbonation, medium bodyT- first thing that I experience was a slight yeasty spice at the back of my tongue, followed by a rounded citrus (orange) and a note of coriander",284,210,3.74,6.0,2,2,1261652400.0,"United States, Texas",Belgium,Brouwerij Slaghmuylder,12,unknown
164827,24910,3716,English India Pale Ale (IPA),1140346800,sammy.3853,3.5,3.5,3.0,4.0,4.0,3.75,"Bomber from Reuven, thanks. Fresh, like a West Coast IPA except the aroma of grapefruit is subdued, and the citrus taste is there but on the overcarbonated side. Noticeable butterness and carmel malts to balance it. Otherwise quite quaffable. I think underrated.",22,18,3.47,6.0,12046,7593,1070276400.0,Canada,Canada,Wolf Brewing Company,24,bottle
