Unnamed: 0,beer_id,brewery_id,style,date,user_id,appearance,aroma,palate,taste,overall,rating,text,beer_nbr_ratings,beer_nbr_reviews,avg,abv,user_nbr_ratings,user_nbr_reviews,user_joined,user_location,brewery_location,name,brewery_nbr_beers,true_serving_type
1820134,900,94,English Pale Ale,1332586800,bigplay1824.513694,4.0,3.5,3.5,3.5,4.0,3.63,"enjoyed in a pint glassA: pours a perfectly clear deep yellow color with a small amount of carbonation bubbles, pours with two fingers of creamy off white colored head that lingers nicely before leaving a very nice amount of lacing all around the glassS: very fresh grassy and hay scent, light and clean, slightly sweet at the endT: begins crisp and clean with slight grassy notes although it does lack the nice hop notes i have seen in other APAs but it is still a nice drinking brewM: clean, thin, strong carbonation up front leaves the mouth just slightly dry and stickyO: its a very nice drinking brew for hot summer days, highly sessionable and overall enjoyable",283,96,3.48,4.6,502,477,1286964000.0,"United States, New York","United States, Vermont",Long Trail Brewing Co.,94,unknown
1899013,68916,20681,American IPA,1370944800,jtierney89.616218,4.5,4.5,4.5,4.5,4.5,4.5,"Semi-cloudy faded orange color big billowing bright white head. Intensely hoppy nose, lots of citrus and orange, faintly floral, so bright smelling, almost getting a bit of tropical melon in there too. Underneath I get some soapy and alcohol esters.Surprisingly light body. Super clean and crisp tasting. Bright citrus flavors right off the bat, lots of orange flavor, starts dry but finishes juicy making the mouth water a bit. Brisk carbonation. A little thin on the front end but the body builds near the back end. All hop flavor throughout with the exception of the lingering flavors. Some malt and alcohol linger along with the bright fruity hops. Faintly grainy underneath it all. Slow building bitterness but an otherwise incredibly smooth beer. Nicely balanced and incredibly drinkable. If it came in a 6 pack rather an incredible hard to track down single bottle that would be fantastic.",5160,768,4.33,7.0,754,754,1314871200.0,,"United States, Maine",Maine Beer Company,48,bottle
2170335,69702,25710,Saison / Farmhouse Ale,1401184800,ricks95.5391,4.25,4.5,4.5,4.0,4.25,4.24,"The liquid itself is par for the course...a pale orange/nectarine color with tiny, tiny little floaties in it. However, the head is pretty spectacular. Bright, brilliant white, meringue-like shape. Starts off a finger and a half thick with above average retention. The thinnest of spotty lacing.Really, an amazing smell with the Brett yeast doing what it does best...providing an unequaled combo of funky, dank fruit and spicy yeast. With Brett, you don't need much more.Very complex taste profile with too many fruits to count, all blended nicely with just a slight bit of spice for balance. Unlike a lot of other saisons, this beer doesn't shock your palate with an ending of spice that's too spicy. It starts off sweet, acidic and fruity and then transitions to just enough spice to take the edge off. This is what separates this beer from others...there's just enough spice to transition from sweet to spicy. It never does what most saisons do and bring far too much spicy heat to the party. Light- to medium-bodied. The highish ABV is not noticeable.This is a really good beer that's extremely easy to drink. The Brett is amazing, as usual. Most of the time I don't care for beers that are subtle, but this is one exception.",1502,264,4.29,8.0,1024,1005,1079694000.0,"United States, Indiana","United States, Oregon",Logsdon Farmhouse Ales,27,unknown
1462339,230987,392,American Double / Imperial Stout,1468404000,tlema1.268179,4.0,3.5,4.0,3.75,3.75,3.73,"L: very dark brown with a thin tan head that doesn't last long S: roasted malts, sugar T: vanilla, bourbon, malts, a hint of chocolate F: silky mouthfeel, full bodied, boozyO: balanced for a BBA stout, they usually have too much bourbon characteristics, this one may not have enough",204,58,3.92,11.9,756,454,1227092400.0,"United States, South Carolina","United States, Pennsylvania",Weyerbacher Brewing Co.,184,unknown
1394388,114259,1924,American Brown Ale,1439892000,firstdraft.1030188,4.25,4.25,4.0,4.5,4.5,4.38,"Does DuClaw ever really disappoint? They are creative, original, and just really well made!  I have a full review on The First Draft:http://firstdraftbeer.net/2015/04/22/duclaw-dirty-little-freak/",664,112,3.72,5.8,4,4,1439805600.0,"United States, Virginia","United States, Maryland",DuClaw Brewing Company,150,draft
869018,167623,147,American Brown Ale,1434362400,mattyg85.497925,4.0,4.5,4.5,4.5,4.25,4.42,"Poured from a 22 oz. bottle into a chalice. Appearance: Pours a dark blackish brown with a moderate amount of bubbles. Solid two fingers of beige head that settle into a thin creamy layer. Smell: A sweet and roasty dark malt forward aroma with hints of chocolate and sugar. Dark roasted barley malt with upfront notes of chocolate, toast, toffee, caramel, biscuit, nuts, and yeast. Sweet hints of molasses, sugar, honey, and vanilla. Hop presence is pretty subtle. A pretty solid malty aroma. Taste: Like it smells, a nicely roasty and sweet dark malt driven taste with notes of chocolate, toffee, and sugar. Dark roasted barley malt with notes of chocolate, coffee, toast, biscuit, toffee, caramel, nuts, and yeast. Sweet notes of sugar, molasses, vanilla, and honey. Subtle backing notes of earthy hops. A really nice malty taste.Mouthfeel: Full bodied with a moderate amount of carbonation. Creamy and chewy with a bitter drying finish. Alcohol heat is mild. Overall: A very good take on an Imperial Brown Ale. Big nutty and roasty malt notes with some nice sweet notes.",494,127,3.9,9.0,2236,2095,1283248800.0,"United States, Minnesota","United States, California",Stone Brewing,671,bottle
704958,63031,3120,American Wild Ale,1296126000,airohead2001.357166,3.0,4.0,3.0,3.0,3.0,3.24,"Waited a long time to try this one. Got this one straight out of the whale's vagina. Smell is pretty good - I get some barnyard funk and a little bit of sweet allspice. Lots of wine. Taste is sour lemons and red wine.A little too sour and too carbonated, but some nice biscuit in the finish.This is a decent beer, but nothing special. Not worth the hype.",108,62,4.24,5.0,96,96,1249552800.0,"United States, Illinois","United States, California",Alpine Beer Company,113,unknown
2337521,72838,1416,Pumpkin Ale,1470391200,beerdawgs.521916,4.25,4.25,4.0,4.25,4.25,4.23,"A 22oz bomber with a bottled on date of 9.9.14L - Deep red/amber, with no clarity, 1 finger of red, and some nice lace stickinessS - Spices, pumpkin, and alcoholT - Spices overload, which is beautiful, pumpkin, and booze.  Great combo!F - Medium body and light carbonation (it's 2 years old), goes well with the brewO - A very tasty barrel aged brew with lots of spices, enjoyable",734,185,3.96,10.31,1067,1042,1288954800.0,"United States, Georgia","United States, Utah",Uinta Brewing Company,89,bottle
544853,104720,43153,American Strong Ale,1422788400,kurmaraja.733520,4.25,4.5,4.0,4.5,4.25,4.39,"2013 vintage. Surprising combination of aroma and flavors to me. Aroma gave me a lot of fruit - peach / apricot along with some almond / marzipan / vanilla. Flavor moves quickly through that into toffee, cotton candy, carmel terrain. Finishes with oak, bourbon, vanilla, kissed with smoke, touch of meaty tobacco. The smoke is beautifully subtle, fleeting, accumulates across the glass. I actually found this more elegant and less bruising than expected. Stone can still surprise.",397,52,4.26,12.6,5309,720,1369130400.0,"United States, Illinois","United States, California",Arrogant Brewing,41,unknown
2494859,1745,641,Flanders Red Ale,1249639200,armock.159910,4.0,4.5,4.0,4.5,4.0,4.32,A - Poured a dark brown with ruby hints with an off white head that leaves lacing behindS - Is off sour dark fruitsT - Follows the nose dark fruit plums and apples finishes slightly sourM - This beer has a medium to full body with medium carbonation to itD - Its been awhile since the last time I had it and forgot how good this beer was its a great gateway to sour beer a must try,4255,1537,4.1,6.0,1409,1256,1190368800.0,"United States, New York",Belgium,Brouwerij Verhaeghe,25,unknown
1655530,161406,37961,American Pale Ale (APA),1464084000,stevem68.986615,4.25,3.75,4.0,3.75,4.0,3.86,Pours a light golden Amber color. Aroma is funky hops and a little bitterness. Flavor is a light citrus with a touch of sweetness and bitterness on the back end. Drinks pretty well and overall a very solid beer.,42,8,4.06,5.1,733,686,1431597600.0,"United States, Ohio","United States, New Hampshire",Garrison City Beerworks,62,unknown
1133199,77299,10607,American Double / Imperial IPA,1332154800,nlmartin.31081,3.5,3.0,3.5,3.0,3.0,3.08,"This beer was decanted from a can into a snifter.A- The body of the beer is a clear orange coloration. The head was thick creamy and white. Super amounts of lacing mark this beers passage from my glass.S- The aroma of the beer is grapefruit citrus and most definitely a heavy pine cone, pine needle and pine resin note. Its like Sixpoint managed to can a X-Mas tree. T- True to the beers name Resin the beer has a resinous pine flavor. The resinous pine flavors are long lasting and very pronounced. Underneath the pine is a bit of citrus grapefruit but little else. This beer is nearly one hop note. Not bad but not impressive.M- The body of the beer is sticky with resinous pine flavors. Medium body with active carbonation. No alcohol is present in the mouth. O- Not bad just misses being something above average. The hops seem to be a bit one note. On the bright side I think the brewer suceeded in making a very resinous pine aroma / flavored beer.",4754,876,4.07,9.1,1143,921,1122372000.0,"United States, Ohio","United States, New York",Sixpoint Brewery,307,can
1861287,226372,44384,Saison / Farmhouse Ale,1461837600,porterlambic.3782,4.25,4.25,3.75,4.0,4.0,4.05,"Arrives golden honey in color. White head, decent retention. Smell is lemon, malt, wheat/grain, bready. Great balance.Taste is citrus (lemon &amp; grapefruit), light malt, grainy, touch of tartness. Medium bodied, just medium effervescence.",7,3,3.92,5.5,1725,1365,1069844400.0,"United States, Florida","United States, Florida",Calusa Brewing,29,unknown
1602969,33457,12881,Märzen / Oktoberfest,1257159600,vancer.11944,4.0,3.5,4.0,4.0,4.5,3.98,"This Okey came to the table in the standard shaker pint glass, with a nice looking semi-hazy amber orange, hints of brown around the edges. Topped off with a small and quickly dying white head.Rich, malty beer - started sweet but finished with a balanced spice and hop kick. Almost English style, with a bit of underlying woody resin.A very good beer, this one could be session status, except there are too many other good beers to try.",4,4,3.83,5.6,1637,1637,1103194800.0,"United States, Illinois","United States, Missouri",Square One Brewery & Distillery,78,unknown
1543983,7560,26,Irish Dry Stout,1293534000,lukafer.405900,4.0,4.0,3.5,4.5,3.5,4.05,"Comes to me in a pint, black as night with a finger of dark tan head. Smells are roasted malts, some hops and slight coffee. Tastes are hops at the front, roasty malts, a hint of smokiness and a dry finish. Mouthfeel is good, decent amount of carb, drinkability is pretty high. Good beer!",839,464,4.05,6.5,466,213,1261134000.0,"United States, Michigan","United States, Indiana",3 Floyds Brewing Co.,333,unknown
1686125,1587,64,Herbed / Spiced Beer,1179482400,john_m.3421,4.0,3.5,3.5,3.5,4.0,3.63,"Had this on tap at Max's the other night.The beer pours a bright gold color with decent head retention and adequate lacing. The nose is not too intense, but seems to consist of sweet honey and cherry. Flavors really seem pretty simple, and the beer tastes very light for it's abv. The flavor profile consists of cherry, orange and honey, and there's a bit of dryness on the finish that is refreshing. This was a decent enough beer, and for it's abv., very drinkable. I would never guess I was drinking a 9% abv. beer. Interesting (if not overwhelmingly wonderful) beer from DFH.",4818,1653,3.73,9.0,3119,3053,1067076000.0,"United States, Oregon","United States, Delaware",Dogfish Head Craft Brewery,378,draft
2034840,34146,1199,American Double / Imperial IPA,1247479200,riekerstarbrew.167925,4.0,4.0,2.0,2.5,2.0,2.8,"This is a beer that I bought in April of 2009 and drank July of 2009. It's appearance in my sniffer glass was a brilliantly clear gold color. The head and lacing was white and minimal. The aroma was mainly dominated by hops. There was a pleasant hop-candy note and the typical citrus. Higher alcohol was also present in the aroma but not overly assertive. The flavor was dominated by an extremely assertive hop bitterness, which I expected. What I did not expect was the beer to be &quot;hot&quot;, an out-of-balance alcohol flavor. This high phenolic character distracts from any subtle hop or yeast notes that are most likely there. Overall, this is a big beer in every department. Unfortunately, a possible oversight during fermentation caused it to be a little too big.",6426,1655,4.19,9.4,48,48,1193392800.0,"United States, Pennsylvania","United States, Michigan",Founders Brewing Company,399,unknown
2285036,57202,1146,Saison / Farmhouse Ale,1302429600,naugros.452210,4.0,3.5,4.5,3.5,4.5,3.83,"I was making steak and buttered noodles and needed a beer to go with them. So I went to the beer fridge and I had a few stouts, which I like with steak, but I wanted to try something different. Stout with garlic and butter noddles doesn't really appeal. I then remembered that I had bought this beer for just such a pairing. If you're gonna put black pepper in a beer, I'm gonna serve it with a steak...a well-seasoned one at that. And this did not disappoint in the pairing. If I didn't know what I had poured I would have guessed this were a dunkel weizen from all the banana and cloves put out there in the nose. Yes, it smells more German than Belgian to me and I'll be damned if I can get through the yeast's esters and phenols to pick out any black pepper. So, although I really like the smell I have to knock it down for not smelling as it ought to. And yes, I smelled it before I took my first bite of steak. The look is really nice: a dark but light-bodied, crisp, dry beer with a 1&quot; stand of tan foam on top, leaving behind bands of thick lace. It's upon the first sip that you find out what this beer is all about. The black pepper comes alive here and it has a nice bite up on the sides of the upper palate and it doesn't let go easily as it moves on back. The banana is barely there at all and may be a remnant from the nose. This is truly a dark saison in which the pepper has been left as the commanding spice to act as an equal with the grass-like grains. It struck real harmonious notes with my steak, each complimenting the other nicely with the noodles adding a counterpoint that the beer easily cut through.The bottle says that it will continue to develop for up to five years, but I'm not sure I'd lay down a 6% ABV beer for that long...you'd definitely need to make sure your cellar conditions were perfect, but I'm inclined to trust the brewer on this. If it did survive one would hope that the pepper would mellow. If that were the case then this would be a remarkable beer. It might be worth getting another bottle to try it out with a nice, well-seasoned steak of course.EDIT - After much deliberation I lowered the Taste score. After I was done eating I proceeded to polish off the bottle and the black pepper became more and more assertive and astringent. This was not noticed when paired with the steak, but the score needed to reflect the beer as a stand-alone...not everyone will be having a nice steak with it. So if you get this, make sure you've got enough steak to last through the whole bottle.",1792,506,3.76,6.4,490,463,1272103200.0,"United States, New Jersey","United States, Illinois",Goose Island Beer Co.,869,bottle
921642,34688,18134,American IPA,1359111600,carolinahophead.351386,3.0,3.25,3.75,3.25,3.5,3.34,"This is poured from a 22 oz bomber. Straw gold color with a bold head . A lot of carbonation present. Light citrus and malt aromas. Light taste for an IPA . You do get the hop bitterness up front and but the carbonation does over take the taste . This could be a pale ale . Medium mouthfeel with a short finish. Lets say this an average IPA , it's not bad , easy to drink, but at 6.2 % watch out if you session it. Might be a good choice in warm weather .",3298,1193,3.24,6.2,48,43,1248170400.0,"United States, North Carolina","United States, New Hampshire",Redhook Ale Brewery,107,bottle
1092909,3457,42,Quadrupel (Quad),1072090800,aracauna.324,3.5,4.0,4.0,3.5,4.0,3.77,"This was an really interesting beer. Started off too cold so I let it sit around for a while before tasting it to let it warm up. When cold, it's a bit thin and bitter, but when it warmed up, it became much more complex. Nicely spicy/yeasty and a really full cherry nose. Tartness from the kriek lambic it was mixed with was mild and only came through when warmed to the point where it should have been served. Easily drinkable and quite tasty.",6430,2101,4.12,9.7,1017,998,1017140400.0,"United States, Georgia","United States, New York",Brewery Ommegang,104,unknown
1211321,46910,17054,American Porter,1292497200,alleykatking.257816,4.0,4.5,4.0,4.5,4.0,4.32,Poured from 22oz bottle. Many thanks go out to JoeyBeerBelly for hooking me up with this bottle!A- Pours a black color in my glass. One finger tan head shows medium retention leaving a ring around the beer. Light streaks of lace on the sides of the glass with some spotty lace here and there. S- Wow...smokey smokey smokey! Roasted malts come through in the front with light hints of chocolate malts as well. The applewood wood comes through a lot in the smoke. The charred wood comes through from the medium of the nose to the ending growing strength as it warms up.T- Roasted malts in the front of the beer with light hints of chocolate in a bittersweet way. There is a underlying roasted flavor throughout the beer but from the middle on the smoked flavor reigns supreme. Charred wood and hints of smoked apple come and go never dying down at all. A light bitterness comes and goes with a hint of alcohol in the ending of the beer. Full of flavor from start to finish with this beer.M- Medium mouthfeel. Carbonation is good for the style. Medium high drying on the palate from the alcohol and I would say the smoke flavor as well. Light roast and smoke left on the palate. Tons of smoke with a hint of alcohol left in the aftertaste. The flavor was balanced enough for the style with the smoke outlasting the malt in the overall balance. Clean flavors overall which some might argue since the smoke profile is so high.D- The overall drinkability is high. The smoke does cut down this lightly. ABV is low and well hidden. The base porter would be a fine beer all by itself but adding the smoke element gives it a little more complexity which makes this all the more enjoyable. A fine first beer I had from this company. Looking forward to trying others from them.,31,21,3.76,5.7,1166,1166,1224064800.0,"United States, Indiana","United States, New York",The Blind Bat Brewery LLC,33,bottle
2002438,8682,287,Witbier,1174215600,beerbelcher.2501,2.5,3.0,3.0,3.5,3.5,3.27,"I expected a great deal from this beer, and it was...OK. If you love clove, you might think it's better than OK.Appearance is a greasy-looking clear yellow color with a fairly minimal head. Aroma is non-descript spice at first, but subsequent whiffs revealed a more solitary aroma of clove. Taste was 100% cloviness, and quite strong. Not bad, as long as you like clove. Mouthfeel is not bad, but unremarkable. This beer is fairly drinkable.All-in-all, I guess I'd recommend it, but not my favorite wit.",2261,748,3.68,5.0,960,960,1058868000.0,"United States, Ohio","United States, Michigan","Bell's Brewery, Inc.",312,unknown
1659373,82529,20417,Rye Beer,1344765600,jlindros.163147,3.5,4.0,4.0,4.0,4.5,4.07,"Bottled May 2012, picked up in Fryeburg, Maine.Pours a light fizzy pasty white head that reaches almost 1 finger but fades fairly quickly at first, and slows once it reaches a nice head covering, with a bit of lacing, over hazy nectar orange colored beer.Nose brings a nice pale ale aroma, light grassy floral hops, with definite Cascade like earthy slight spicy type hops, that gives a leafy grassy aroma. then light reddish malts, a light spicy and hint fruity rye aroma, a hint of a biscuit and fruity like aroma, with just a touch of yeast.Taste starts with rich malts, a hint of biscuit, some caramel and toffee, a little toasty like reddish malts, and some light spicy and fruity rye. The rye isn't very strong but lets itself be known a bit in the background and blends in with the malts well. Then the hops kick in, with light earthy and a bit spicy typical Cascade hops, with some grassy and earthy flavors, just a hint of citrus and light candy flavors. A light yeast flavor comes through with a hint of the bready biscuit malt. A decent bitterness that is light but not too light, that lingers far after the finish, which comes on dry, more grassy leafy slight earthy hops, long lingering bitterness, and just a touch of caramel malts.Mouth is med bodied, decent carb.Overall actually pretty nice. It's got a nice malt profile with a bit of rye, smooth and drinkable, and a nice Cascade hop profile that brings decent bitterness and decent hop flavor at the same time. A well done beer IMO.",31,13,3.58,4.2,5314,5309,1191664800.0,"United States, Massachusetts","United States, New Hampshire",White Birch Brewing,167,bottle
49153,4025,664,English Bitter,1266145200,thehuntmaster.365992,3.5,3.5,3.5,4.0,4.5,3.9,"500ml bottle 4.8%abvAppearance: Lovely, rich amber with a good off white head. The head dissipated slowly leaving great lacing on the glass. Such a pity the colour is achieved with colourants.Smell: A complex aroma, malty, floral hops, with hints of lemon zest, and very faint hint of honey or caramalised sugar. Taste: First let me say this beer tastes stronger than it is, but who says that is a bad thing? The first taste I get is malt, followed by citrus/ fruity hints and rounding off with wonderful bitter hops that lasts a while after the swallow. Mouthfeel: Light body, smooth, not over carbonated.Drinkability: Very drinkable, this would be one of my top choices to have a few pints of with friends at the pub...",114,72,3.47,4.8,515,407,1251885600.0,South Africa,England,Wells & Young's Ltd,58,bottle
925345,95715,1397,American Double / Imperial IPA,1480935600,mactrail.311921,4.25,3.0,3.5,2.75,2.5,2.93,"The appearance is quite handsome, with dark orangey amber topped with a creamy pile of suds in the narrow-waisted glass. Unusual candy nose with a whiff of leaf mold. Flavor starts out with orange marmalade and gets more and more bitter. Dark malt and canned peaches hops can't compete with the bitterness. This is just so woody and astringent. For years I have thought Schttlebutt has a penchant for dark and dirty hops, and this is yet another example. Borderline undrinkable. From the 22 oz bottle purchased at Haggen Market in Burlington.",16,5,3.64,8.7,5058,5030,1237892400.0,"United States, Washington","United States, Washington",Scuttlebutt Brewing Company,47,bottle
2390593,63971,2216,English Porter,1344160800,ccrida.80807,3.5,3.5,3.5,3.5,3.5,3.5,"On draught at the Monk's Kettle (for a stupid $12/8 oz), Zwet.Be is a dark porter with a small tan skim leaving almost no lace.Smell is a little fruity, somewhat sour, and just a touch of roast.Taste is really pretty fruity, lots of the pineapple brett, and just a touch of the barnyard. Mourhfeel is slick, medium bodied.Drinkability is fine, taste wise. For a rare, expensive beer, one is enough.",529,124,3.81,7.0,2242,2203,1148637600.0,"United States, Oregon",Belgium,Brouwerij 3 Fonteinen,46,draft
2312895,57928,22072,American Brown Ale,1350295200,woodbrew.549902,4.0,4.5,4.0,4.0,4.5,4.22,I really likes the working woman...now if I could get the wife to work...OH! Anyway...the beer pored a nice brown color with rich head that laced very nicely. The smell had a fresh hop with some sweet malt character. The taste was bready with good piny hop. The mouthfeel was medium in body with decent carbonation. Overall...I'd recommend this to anyone....a very good brown ale.,36,10,3.91,6.0,4173,3174,1294484400.0,"United States, Illinois","United States, Illinois",Revolution Brewing,255,unknown
2479726,64220,6288,American Wild Ale,1346407200,viciousknishs.401136,3.5,3.5,4.0,4.0,3.5,3.75,A- pours a murky brown with a tan head.S- smells of sweet Belgian malt with a note of raisin. Light tartness in the nose with an acidic character.T- much tarter on the palate. Cranberry and leathery with a nice earth and basalmic center. Malt comes out on the finish with a toasty bread and a lingering acid.MF- smooth prickly mouthfeel with a medium body. Little lower than average carbonation.D- good drinkability.,59,22,3.73,5.2,390,320,1260097200.0,"United States, Virginia",Belgium,Picobrouwerij Alvinne,132,unknown
